Date,Store,Category,UnitsSold,UnitPrice,Revenue
2025-02-24,Store C,Groceries,7,8.91,62.39
2025-02-24,Store C,Home & Kitchen,4,49.71,198.86
2025-02-24,Store C,Beauty,3,29.55,88.64
2025-02-25,Store A,Electronics,11,135.1,1486.09
2025-02-25,Store A,Clothing,2,24.21,48.43
2025-02-25,Store A,Groceries,4,12.39,49.54
2025-02-25,Store A,Home & Kitchen,7,109.41,765.88
2025-02-25,Store A,Beauty,2,43.8,87.6
2025-02-25,Store B,Electronics,4,154.81,619.25
2025-02-25,Store B,Clothing,6,25.18,151.1
2025-02-25,Store B,Groceries,11,11.01,121.13
2025-02-25,Store B,Home & Kitchen,7,38.32,268.26
2025-02-25,Store B,Beauty,4,28.18,112.7
2025-02-25,Store C,Electronics,4,65.95,263.79
2025-02-25,Store C,Clothing,3,55.3,165.89
2025-02-25,Store C,Groceries,7,11.22,78.53
2025-02-25,Store C,Home & Kitchen,7,49.07,343.49
2025-02-25,Store C,Beauty,5,23.63,118.17
2025-02-26,Store A,Electronics,8,117.27,938.13
2025-02-26,Store A,Clothing,9,66.14,595.23
2025-02-26,Store A,Groceries,13,13.8,179.46
2025-02-26,Store A,Home & Kitchen,8,51.55,412.41
2025-02-26,Store A,Beauty,5,25.42,127.1
2025-02-26,Store B,Electronics,5,83.91,419.57
2025-02-26,Store B,Clothing,4,78.09,312.37
2025-02-26,Store B,Groceries,15,21.34,320.17
2025-02-26,Store B,Home & Kitchen,4,66.28,265.13
2025-02-26,Store B,Beauty,5,10.69,53.45
2025-02-26,Store C,Electronics,7,190.45,1333.13
2025-02-26,Store C,Clothing,4,30.97,123.88
2025-02-26,Store C,Groceries,7,6.64,46.51
2025-02-26,Store C,Home & Kitchen,6,60.4,362.41
2025-02-26,Store C,Beauty,5,39.71,198.56
2025-02-27,Store A,Electronics,11,122.25,1344.71
2025-02-27,Store A,Clothing,9,69.68,627.11
2025-02-27,Store A,Groceries,16,9.82,157.11
2025-02-27,Store A,Home & Kitchen,7,38.16,267.09
2025-02-27,Store A,Beauty,3,59.64,178.91
2025-02-27,Store B,Electronics,4,100.6,402.41
2025-02-27,Store B,Clothing,7,61.4,429.77
2025-02-27,Store B,Groceries,14,18.53,259.39
2025-02-27,Store B,Home & Kitchen,7,34.05,238.36
2025-02-27,Store B,Beauty,1,17.87,17.87
2025-02-27,Store C,Electronics,8,191.33,1530.61
2025-02-27,Store C,Clothing,7,77.83,544.78
2025-02-27,Store C,Groceries,4,24.71,98.82
2025-02-27,Store C,Home & Kitchen,8,91.18,729.42
2025-02-27,Store C,Beauty,2,41.68,83.37
2025-02-28,Store A,Electronics,7,59.64,417.48
2025-02-28,Store A,Clothing,7,25.51,178.54
2025-02-28,Store A,Groceries,12,23.86,286.28
2025-02-28,Store A,Home & Kitchen,2,46.54,93.07
2025-02-28,Store A,Beauty,5,28.08,140.39
2025-02-28,Store B,Electronics,7,96.35,674.48
2025-02-28,Store B,Clothing,11,73.83,812.15
2025-02-28,Store B,Groceries,7,23.82,166.76
2025-02-28,Store B,Home & Kitchen,7,90.68,634.76
2025-02-28,Store B,Beauty,3,14.37,43.11
2025-02-28,Store C,Electronics,8,99.07,792.56
2025-02-28,Store C,Clothing,4,38.18,152.73
2025-02-28,Store C,Groceries,14,15.98,223.79
2025-02-28,Store C,Home & Kitchen,4,42.44,169.76
2025-02-28,Store C,Beauty,4,49.73,198.92
2025-03-01,Store A,Electronics,18,279.48,5030.63
2025-03-01,Store A,Clothing,13,66.5,864.53
2025-03-01,Store A,Groceries,13,22.9,297.64
2025-03-01,Store A,Home & Kitchen,6,97.98,587.88
2025-03-01,Store A,Beauty,8,34.27,274.13
2025-03-01,Store B,Electronics,9,142.88,1285.93
2025-03-01,Store B,Clothing,4,72.3,289.18
2025-03-01,Store B,Groceries,15,11.94,179.08
2025-03-01,Store B,Home & Kitchen,2,58.13,116.25
2025-03-01,Store B,Beauty,4,10.82,43.27
2025-03-01,Store C,Electronics,12,182.58,2190.95
2025-03-01,Store C,Clothing,4,15.48,61.91
2025-03-01,Store C,Groceries,5,15.9,79.51
2025-03-01,Store C,Home & Kitchen,7,13.89,97.24
2025-03-01,Store C,Beauty,4,40.48,161.92
2025-03-02,Store A,Electronics,10,68.87,688.67
2025-03-02,Store A,Clothing,10,23.28,232.76
2025-03-02,Store A,Groceries,16,3.73,59.69
2025-03-02,Store A,Home & Kitchen,9,45.2,406.8
2025-03-02,Store A,Beauty,4,57.74,230.98
2025-03-02,Store B,Electronics,9,83.34,750.03
2025-03-02,Store B,Clothing,5,40.88,204.41
2025-03-02,Store B,Groceries,10,20.26,202.65
2025-03-02,Store B,Home & Kitchen,6,30.56,183.36
2025-03-02,Store B,Beauty,8,46.3,370.4
2025-03-02,Store C,Electronics,10,173.8,1737.97
2025-03-02,Store C,Clothing,6,43.42,260.54
2025-03-02,Store C,Groceries,11,5.89,64.74
2025-03-02,Store C,Home & Kitchen,8,92.22,737.77
2025-03-02,Store C,Beauty,5,36.7,183.48
2025-03-03,Store A,Electronics,11,115.6,1271.55
2025-03-03,Store A,Clothing,10,67.92,679.23
2025-03-03,Store A,Groceries,8,10.67,85.35
2025-03-03,Store A,Home & Kitchen,5,42.22,211.12
2025-03-03,Store A,Beauty,13,39.89,518.54
2025-03-03,Store B,Electronics,9,293.99,2645.87
2025-03-03,Store B,Clothing,5,43.81,219.05
2025-03-03,Store B,Groceries,10,21.03,210.3
2025-03-03,Store B,Home & Kitchen,6,82.79,496.73
2025-03-03,Store B,Beauty,5,52.89,264.45
2025-03-03,Store C,Electronics,8,301.64,2413.15
2025-03-03,Store C,Clothing,4,43.36,173.43
2025-03-03,Store C,Groceries,13,6.93,90.06
2025-03-03,Store C,Home & Kitchen,8,53.13,425.04
2025-03-03,Store C,Beauty,4,57.01,228.04
2025-03-04,Store A,Electronics,8,182.4,1459.2
2025-03-04,Store A,Clothing,10,68.82,688.19
2025-03-04,Store A,Groceries,9,22.09,198.77
2025-03-04,Store A,Home & Kitchen,6,56.8,340.82
2025-03-04,Store A,Beauty,4,33.62,134.48
2025-03-04,Store B,Electronics,7,172.98,1210.86
2025-03-04,Store B,Clothing,6,55.17,331.01
2025-03-04,Store B,Groceries,14,18.42,257.88
2025-03-04,Store B,Home & Kitchen,4,117.2,468.79
2025-03-04,Store B,Beauty,2,39.43,78.87
2025-03-04,Store C,Electronics,10,158.11,1581.08
2025-03-04,Store C,Clothing,10,45.68,456.76
2025-03-04,Store C,Groceries,8,23.24,185.96
2025-03-04,Store C,Home & Kitchen,6,15.24,91.44
2025-03-04,Store C,Beauty,2,56.23,112.47
2025-03-05,Store A,Electronics,10,202.7,2026.96
2025-03-05,Store A,Clothing,5,32.0,159.98
2025-03-05,Store A,Groceries,16,22.88,366.03
2025-03-05,Store A,Home & Kitchen,3,37.38,112.13
2025-03-05,Store A,Beauty,3,11.27,33.8
2025-03-05,Store B,Electronics,11,233.86,2572.43
2025-03-05,Store B,Clothing,7,37.82,264.72
2025-03-05,Store B,Groceries,12,21.89,262.67
2025-03-05,Store B,Home & Kitchen,3,93.44,280.32
2025-03-05,Store B,Beauty,10,28.1,280.97
2025-03-05,Store C,Electronics,8,346.18,2769.42
2025-03-05,Store C,Clothing,2,23.77,47.53
2025-03-05,Store C,Groceries,7,2.26,15.8
2025-03-05,Store C,Home & Kitchen,4,85.29,341.15
2025-03-05,Store C,Beauty,4,49.9,199.6
2025-03-06,Store A,Electronics,11,247.17,2718.89
2025-03-06,Store A,Clothing,8,76.47,611.72
2025-03-06,Store A,Groceries,15,21.93,329.0
2025-03-06,Store A,Home & Kitchen,10,53.24,532.39
2025-03-06,Store A,Beauty,3,32.75,98.25
2025-03-06,Store B,Electronics,5,161.51,807.57
2025-03-06,Store B,Clothing,9,29.87,268.87
2025-03-06,Store B,Groceries,7,7.35,51.46
2025-03-06,Store B,Home & Kitchen,9,74.45,670.09
2025-03-06,Store B,Beauty,4,56.12,224.5
2025-03-06,Store C,Electronics,8,139.35,1114.83
2025-03-06,Store C,Clothing,4,72.91,291.65
2025-03-06,Store C,Groceries,8,21.54,172.35
2025-03-06,Store C,Home & Kitchen,2,78.93,157.85
2025-03-06,Store C,Beauty,5,15.94,79.69
2025-03-07,Store A,Electronics,5,208.42,1042.08
2025-03-07,Store A,Clothing,9,23.1,207.93
2025-03-07,Store A,Groceries,9,13.9,125.11
2025-03-07,Store A,Home & Kitchen,10,60.52,605.18
2025-03-07,Store A,Beauty,6,54.26,325.59
2025-03-07,Store B,Electronics,13,271.17,3525.24
2025-03-07,Store B,Clothing,5,58.16,290.82
2025-03-07,Store B,Groceries,7,24.04,168.3
2025-03-07,Store B,Home & Kitchen,8,98.81,790.48
2025-03-07,Store B,Beauty,7,8.07,56.47
2025-03-07,Store C,Electronics,8,395.11,3160.87
2025-03-07,Store C,Clothing,6,16.91,101.49
2025-03-07,Store C,Groceries,8,21.67,173.39
2025-03-07,Store C,Home & Kitchen,7,118.12,826.83
2025-03-07,Store C,Beauty,5,47.35,236.75
2025-03-08,Store A,Electronics,11,115.72,1272.93
2025-03-08,Store A,Clothing,11,59.7,656.69
2025-03-08,Store A,Groceries,18,8.61,154.97
2025-03-08,Store A,Home & Kitchen,8,42.2,337.63
2025-03-08,Store A,Beauty,7,14.82,103.75
2025-03-08,Store B,Electronics,8,93.48,747.83
2025-03-08,Store B,Clothing,11,75.97,835.66
2025-03-08,Store B,Groceries,14,20.05,280.75
2025-03-08,Store B,Home & Kitchen,3,37.21,111.64
2025-03-08,Store B,Beauty,10,11.92,119.19
2025-03-08,Store C,Electronics,9,207.46,1867.12
2025-03-08,Store C,Clothing,9,64.37,579.32
2025-03-08,Store C,Groceries,13,8.6,111.8
2025-03-08,Store C,Home & Kitchen,5,79.25,396.26
2025-03-08,Store C,Beauty,1,13.67,13.67
2025-03-09,Store A,Electronics,11,214.56,2360.18
2025-03-09,Store A,Clothing,13,63.61,826.89
2025-03-09,Store A,Groceries,16,22.02,352.36
2025-03-09,Store A,Home & Kitchen,4,49.52,198.1
2025-03-09,Store A,Beauty,12,33.37,400.43
2025-03-09,Store B,Electronics,12,297.14,3565.69
2025-03-09,Store B,Clothing,8,28.08,224.61
2025-03-09,Store B,Groceries,12,15.25,182.97
2025-03-09,Store B,Home & Kitchen,9,112.49,1012.44
2025-03-09,Store B,Beauty,10,15.46,154.56
2025-03-09,Store C,Electronics,9,394.77,3552.93
2025-03-09,Store C,Clothing,6,55.72,334.33
2025-03-09,Store C,Groceries,11,13.87,152.54
2025-03-09,Store C,Home & Kitchen,1,57.26,57.26
2025-03-09,Store C,Beauty,2,17.79,35.58
2025-03-10,Store A,Electronics,7,382.69,2678.85
2025-03-10,Store A,Clothing,10,27.1,271.01
2025-03-10,Store A,Groceries,8,3.93,31.41
2025-03-10,Store A,Home & Kitchen,8,26.15,209.22
2025-03-10,Store A,Beauty,3,37.77,113.32
2025-03-10,Store B,Electronics,11,193.65,2130.1
2025-03-10,Store B,Clothing,4,69.38,277.52
2025-03-10,Store B,Groceries,15,14.98,224.67
2025-03-10,Store B,Home & Kitchen,6,59.55,357.29
2025-03-10,Store B,Beauty,2,58.57,117.14
2025-03-10,Store C,Electronics,4,210.85,843.39
2025-03-10,Store C,Clothing,3,29.12,87.36
2025-03-10,Store C,Groceries,9,21.25,191.23
2025-03-10,Store C,Home & Kitchen,3,86.24,258.71
2025-03-10,Store C,Beauty,6,48.94,293.62
2025-03-11,Store A,Electronics,9,263.67,2373.06
2025-03-11,Store A,Clothing,9,59.4,534.63
2025-03-11,Store A,Groceries,17,12.37,210.27
2025-03-11,Store A,Home & Kitchen,9,67.22,605.02
2025-03-11,Store A,Beauty,6,54.46,326.75
2025-03-11,Store B,Electronics,5,162.08,810.42
2025-03-11,Store B,Clothing,7,59.14,414.01
2025-03-11,Store B,Groceries,12,9.39,112.68
2025-03-11,Store B,Home & Kitchen,3,100.31,300.92
2025-03-11,Store B,Beauty,3,7.32,21.95
2025-03-11,Store C,Electronics,7,221.31,1549.16
2025-03-11,Store C,Clothing,9,33.58,302.19
2025-03-11,Store C,Groceries,11,13.96,153.54
2025-03-11,Store C,Home & Kitchen,4,88.73,354.93
2025-03-11,Store C,Beauty,3,54.46,163.38
2025-03-12,Store A,Electronics,10,122.83,1228.28
2025-03-12,Store A,Clothing,12,75.56,906.77
2025-03-12,Store A,Groceries,13,10.27,133.51
2025-03-12,Store A,Home & Kitchen,6,49.07,294.44
2025-03-12,Store A,Beauty,9,16.51,148.56
2025-03-12,Store B,Electronics,6,301.7,1810.2
2025-03-12,Store B,Clothing,3,44.24,132.73
2025-03-12,Store B,Groceries,8,10.76,86.08
2025-03-12,Store B,Home & Kitchen,7,75.05,525.36
2025-03-12,Store B,Beauty,4,53.49,213.95
2025-03-12,Store C,Electronics,4,343.52,1374.09
2025-03-12,Store C,Clothing,5,65.76,328.78
2025-03-12,Store C,Groceries,12,6.86,82.38
2025-03-12,Store C,Home & Kitchen,10,111.29,1112.92
2025-03-12,Store C,Beauty,4,13.99,55.95
2025-03-13,Store A,Electronics,8,325.78,2606.26
2025-03-13,Store A,Clothing,9,77.42,696.76
2025-03-13,Store A,Groceries,10,2.9,28.95
2025-03-13,Store A,Home & Kitchen,6,65.27,391.63
2025-03-13,Store A,Beauty,7,29.09,203.63
2025-03-13,Store B,Electronics,9,356.74,3210.67
2025-03-13,Store B,Clothing,6,55.71,334.24
2025-03-13,Store B,Groceries,10,9.46,94.61
2025-03-13,Store B,Home & Kitchen,8,72.17,577.37
2025-03-13,Store B,Beauty,3,35.76,107.27
2025-03-13,Store C,Electronics,8,352.33,2818.64
2025-03-13,Store C,Clothing,1,20.81,20.81
2025-03-13,Store C,Groceries,10,8.59,85.89
2025-03-13,Store C,Home & Kitchen,5,81.72,408.61
2025-03-13,Store C,Beauty,5,38.21,191.04
2025-03-14,Store A,Electronics,11,122.88,1351.66
2025-03-14,Store A,Clothing,8,40.67,325.38
2025-03-14,Store A,Groceries,15,4.77,71.61
2025-03-14,Store A,Home & Kitchen,6,83.26,499.54
2025-03-14,Store A,Beauty,5,47.7,238.5
2025-03-14,Store B,Electronics,5,86.8,433.99
2025-03-14,Store B,Clothing,10,16.02,160.16
2025-03-14,Store B,Groceries,11,13.14,144.49
2025-03-14,Store B,Home & Kitchen,3,107.02,321.07
2025-03-14,Store B,Beauty,3,43.36,130.09
2025-03-14,Store C,Electronics,4,252.5,1009.99
2025-03-14,Store C,Clothing,5,61.87,309.34
2025-03-14,Store C,Groceries,7,6.14,42.95
2025-03-14,Store C,Home & Kitchen,5,71.44,357.2
2025-03-14,Store C,Beauty,4,8.21,32.85
2025-03-15,Store A,Electronics,14,148.93,2085.04
2025-03-15,Store A,Clothing,11,51.52,566.72
2025-03-15,Store A,Groceries,13,5.19,67.53
2025-03-15,Store A,Home & Kitchen,13,85.87,1116.28
2025-03-15,Store A,Beauty,10,13.49,134.9
2025-03-15,Store B,Electronics,8,376.21,3009.65
2025-03-15,Store B,Clothing,10,57.16,571.62
2025-03-15,Store B,Groceries,10,21.56,215.61
2025-03-15,Store B,Home & Kitchen,15,113.76,1706.43
2025-03-15,Store B,Beauty,6,34.47,206.84
2025-03-15,Store C,Electronics,8,187.91,1503.31
2025-03-15,Store C,Clothing,6,59.62,357.75
2025-03-15,Store C,Groceries,5,7.93,39.65
2025-03-15,Store C,Home & Kitchen,8,73.75,590.01
2025-03-16,Store A,Electronics,10,330.07,3300.72
2025-03-16,Store A,Clothing,11,59.46,654.04
2025-03-16,Store A,Groceries,23,11.93,274.41
2025-03-16,Store A,Home & Kitchen,12,30.85,370.2
2025-03-16,Store A,Beauty,2,16.85,33.7
2025-03-16,Store B,Electronics,17,223.25,3795.28
2025-03-16,Store B,Clothing,9,40.04,360.35
2025-03-16,Store B,Groceries,12,8.34,100.08
2025-03-16,Store B,Home & Kitchen,7,26.09,182.61
2025-03-16,Store B,Beauty,11,48.01,528.06
2025-03-16,Store C,Electronics,11,365.85,4024.37
2025-03-16,Store C,Clothing,8,72.58,580.65
2025-03-16,Store C,Groceries,8,15.49,123.92
2025-03-16,Store C,Home & Kitchen,5,107.58,537.9
2025-03-16,Store C,Beauty,2,26.46,52.92
2025-03-17,Store A,Electronics,9,325.93,2933.33
2025-03-17,Store A,Clothing,4,41.67,166.69
2025-03-17,Store A,Groceries,16,23.71,379.38
2025-03-17,Store A,Home & Kitchen,3,14.6,43.81
2025-03-17,Store A,Beauty,3,21.78,65.35
2025-03-17,Store B,Electronics,4,341.0,1364.01
2025-03-17,Store B,Clothing,4,17.54,70.15
2025-03-17,Store B,Groceries,13,14.82,192.72
2025-03-17,Store B,Home & Kitchen,4,92.38,369.51
2025-03-17,Store B,Beauty,4,45.43,181.74
2025-03-17,Store C,Electronics,7,92.62,648.35
2025-03-17,Store C,Clothing,5,28.08,140.42
2025-03-17,Store C,Groceries,6,7.24,43.41
2025-03-17,Store C,Home & Kitchen,8,79.79,638.35
2025-03-17,Store C,Beauty,6,39.15,234.88
2025-03-18,Store A,Electronics,11,51.4,565.44
2025-03-18,Store A,Clothing,8,18.59,148.7
2025-03-18,Store A,Groceries,12,21.21,254.57
2025-03-18,Store A,Home & Kitchen,12,118.98,1427.77
2025-03-18,Store A,Beauty,8,14.76,118.12
2025-03-18,Store B,Electronics,5,157.93,789.67
2025-03-18,Store B,Clothing,7,35.98,251.85
2025-03-18,Store B,Groceries,12,19.11,229.28
2025-03-18,Store B,Home & Kitchen,8,79.51,636.11
2025-03-18,Store B,Beauty,5,38.41,192.05
2025-03-18,Store C,Electronics,8,312.74,2501.88
2025-03-18,Store C,Clothing,9,23.37,210.32
2025-03-18,Store C,Groceries,12,11.26,135.13
2025-03-18,Store C,Home & Kitchen,1,50.99,50.99
2025-03-18,Store C,Beauty,5,58.56,292.82
2025-03-19,Store A,Electronics,10,157.08,1570.83
2025-03-19,Store A,Clothing,9,47.67,429.07
2025-03-19,Store A,Groceries,9,24.25,218.21
2025-03-19,Store A,Home & Kitchen,5,89.76,448.78
2025-03-19,Store A,Beauty,6,24.69,148.16
2025-03-19,Store B,Electronics,9,389.73,3507.55
2025-03-19,Store B,Clothing,8,67.21,537.7
2025-03-19,Store B,Groceries,8,7.85,62.8
2025-03-19,Store B,Home & Kitchen,7,18.12,126.82
2025-03-19,Store B,Beauty,3,9.1,27.29
2025-03-19,Store C,Electronics,4,78.67,314.67
2025-03-19,Store C,Clothing,7,70.44,493.05
2025-03-19,Store C,Groceries,13,14.21,184.78
2025-03-19,Store C,Home & Kitchen,2,98.46,196.93
2025-03-19,Store C,Beauty,4,16.81,67.24
2025-03-20,Store A,Electronics,11,351.81,3869.88
2025-03-20,Store A,Clothing,9,19.35,174.12
2025-03-20,Store A,Groceries,16,3.92,62.71
2025-03-20,Store A,Home & Kitchen,7,88.78,621.43
2025-03-20,Store A,Beauty,5,26.73,133.63
2025-03-20,Store B,Electronics,6,307.96,1847.73
2025-03-20,Store B,Clothing,6,70.2,421.21
2025-03-20,Store B,Groceries,9,20.02,180.21
2025-03-20,Store B,Home & Kitchen,2,70.29,140.59
2025-03-20,Store B,Beauty,2,51.41,102.82
2025-03-20,Store C,Electronics,7,109.91,769.37
2025-03-20,Store C,Clothing,7,60.14,420.98
2025-03-20,Store C,Groceries,8,7.03,56.21
2025-03-20,Store C,Home & Kitchen,5,118.52,592.59
2025-03-20,Store C,Beauty,1,32.18,32.18
2025-03-21,Store A,Electronics,14,147.17,2060.32
2025-03-21,Store A,Clothing,7,52.86,370.03
2025-03-21,Store A,Groceries,16,4.83,77.35
2025-03-21,Store A,Home & Kitchen,13,73.46,954.92
2025-03-21,Store A,Beauty,7,20.46,143.19
2025-03-21,Store B,Electronics,10,160.43,1604.32
2025-03-21,Store B,Clothing,8,48.47,387.78
2025-03-21,Store B,Groceries,8,2.4,19.19
2025-03-21,Store B,Home & Kitchen,9,51.08,459.69
2025-03-21,Store B,Beauty,6,48.81,292.83
2025-03-21,Store C,Electronics,4,82.85,331.41
2025-03-21,Store C,Clothing,6,70.97,425.8
2025-03-21,Store C,Groceries,7,9.78,68.46
2025-03-21,Store C,Home & Kitchen,4,83.24,332.94
2025-03-21,Store C,Beauty,4,56.54,226.15
2025-03-22,Store A,Electronics,9,255.04,2295.35
2025-03-22,Store A,Clothing,12,67.75,813.03
2025-03-22,Store A,Groceries,13,2.67,34.72
2025-03-22,Store A,Home & Kitchen,8,74.4,595.16
2025-03-22,Store A,Beauty,9,44.3,398.68
2025-03-22,Store B,Electronics,8,68.73,549.85
2025-03-22,Store B,Clothing,10,27.76,277.58
2025-03-22,Store B,Groceries,16,6.69,107.12
2025-03-22,Store B,Home & Kitchen,6,94.85,569.13
2025-03-22,Store B,Beauty,6,46.41,278.45
2025-03-22,Store C,Electronics,12,399.59,4795.12
2025-03-22,Store C,Clothing,10,34.05,340.5
2025-03-22,Store C,Groceries,10,23.58,235.83
2025-03-22,Store C,Home & Kitchen,7,75.52,528.64
2025-03-22,Store C,Beauty,5,17.28,86.39
2025-03-23,Store A,Electronics,10,129.46,1294.57
2025-03-23,Store A,Clothing,9,28.73,258.56
2025-03-23,Store A,Groceries,21,20.31,426.43
2025-03-23,Store A,Home & Kitchen,8,113.1,904.78
2025-03-23,Store A,Beauty,8,54.99,439.93
2025-03-23,Store B,Electronics,20,288.28,5765.69
2025-03-23,Store B,Clothing,10,50.76,507.65
2025-03-23,Store B,Groceries,17,2.41,40.99
2025-03-23,Store B,Home & Kitchen,10,28.7,286.96
2025-03-23,Store B,Beauty,3,43.49,130.46
2025-03-23,Store C,Electronics,11,62.17,683.86
2025-03-23,Store C,Clothing,8,19.72,157.76
2025-03-23,Store C,Groceries,12,15.09,181.13
2025-03-23,Store C,Home & Kitchen,6,64.91,389.49
2025-03-23,Store C,Beauty,6,18.52,111.09
2025-03-24,Store A,Electronics,14,373.12,5223.68
2025-03-24,Store A,Clothing,10,44.34,443.35
2025-03-24,Store A,Groceries,12,4.43,53.15
2025-03-24,Store A,Home & Kitchen,16,65.86,1053.72
2025-03-24,Store A,Beauty,3,56.06,168.17
2025-03-24,Store B,Electronics,11,303.73,3341.01
2025-03-24,Store B,Clothing,4,53.83,215.31
2025-03-24,Store B,Groceries,14,10.64,149.0
2025-03-24,Store B,Home & Kitchen,3,111.34,334.01
2025-03-24,Store B,Beauty,4,35.55,142.2
2025-03-24,Store C,Electronics,7,158.65,1110.55
2025-03-24,Store C,Clothing,4,39.23,156.94
2025-03-24,Store C,Groceries,8,24.1,192.82
2025-03-24,Store C,Home & Kitchen,5,116.35,581.75
2025-03-24,Store C,Beauty,4,42.59,170.35
2025-03-25,Store A,Electronics,13,155.85,2026.09
2025-03-25,Store A,Clothing,6,73.41,440.47
2025-03-25,Store A,Groceries,18,8.74,157.24
2025-03-25,Store A,Home & Kitchen,3,63.18,189.54
2025-03-25,Store A,Beauty,9,47.45,427.01
2025-03-25,Store B,Electronics,9,311.57,2804.12
2025-03-25,Store B,Clothing,8,79.9,639.19
2025-03-25,Store B,Groceries,17,2.97,50.56
2025-03-25,Store B,Home & Kitchen,15,116.28,1744.26
2025-03-25,Store B,Beauty,6,20.73,124.39
2025-03-25,Store C,Electronics,6,86.68,520.06
2025-03-25,Store C,Clothing,2,15.59,31.17
2025-03-25,Store C,Groceries,6,9.65,57.87
2025-03-25,Store C,Home & Kitchen,3,70.32,210.97
2025-03-25,Store C,Beauty,5,29.27,146.35
2025-03-26,Store A,Electronics,12,344.05,4128.63
2025-03-26,Store A,Clothing,7,46.09,322.6
2025-03-26,Store A,Groceries,12,5.92,71.06
2025-03-26,Store A,Home & Kitchen,10,69.13,691.28
2025-03-26,Store A,Beauty,6,21.76,130.58
2025-03-26,Store B,Electronics,5,97.25,486.25
2025-03-26,Store B,Clothing,8,36.29,290.35
2025-03-26,Store B,Groceries,11,2.52,27.72
2025-03-26,Store B,Home & Kitchen,5,41.82,209.12
2025-03-26,Store B,Beauty,3,39.51,118.53
2025-03-26,Store C,Electronics,5,127.18,635.92
2025-03-26,Store C,Clothing,3,19.18,57.55
2025-03-26,Store C,Groceries,11,19.86,218.46
2025-03-26,Store C,Home & Kitchen,5,52.85,264.23
2025-03-27,Store A,Electronics,9,132.56,1193.03
2025-03-27,Store A,Clothing,10,69.86,698.64
2025-03-27,Store A,Groceries,13,5.49,71.41
2025-03-27,Store A,Home & Kitchen,8,40.8,326.41
2025-03-27,Store A,Beauty,5,51.9,259.51
2025-03-27,Store B,Electronics,11,272.55,2998.06
2025-03-27,Store B,Clothing,6,50.26,301.56
2025-03-27,Store B,Groceries,10,22.56,225.62
2025-03-27,Store B,Home & Kitchen,7,103.87,727.07
2025-03-27,Store B,Beauty,2,14.65,29.3
2025-03-27,Store C,Electronics,7,329.97,2309.77
2025-03-27,Store C,Clothing,8,69.31,554.51
2025-03-27,Store C,Groceries,8,5.21,41.68
2025-03-27,Store C,Home & Kitchen,3,81.99,245.98
2025-03-27,Store C,Beauty,6,45.27,271.63
2025-03-28,Store A,Electronics,10,248.22,2482.17
2025-03-28,Store A,Clothing,10,44.23,442.32
2025-03-28,Store A,Groceries,17,9.86,167.6
2025-03-28,Store A,Home & Kitchen,12,61.32,735.79
2025-03-28,Store A,Beauty,12,44.38,532.61
2025-03-28,Store B,Electronics,10,214.36,2143.57
2025-03-28,Store B,Clothing,2,45.58,91.15
2025-03-28,Store B,Groceries,13,6.8,88.37
2025-03-28,Store B,Home & Kitchen,4,77.66,310.62
2025-03-28,Store B,Beauty,2,48.25,96.5
2025-03-28,Store C,Electronics,9,178.47,1606.23
2025-03-28,Store C,Clothing,6,45.24,271.45
2025-03-28,Store C,Groceries,10,23.99,239.9
2025-03-28,Store C,Home & Kitchen,8,42.61,340.89
2025-03-28,Store C,Beauty,4,22.64,90.58
2025-03-29,Store A,Electronics,18,373.05,6714.94
2025-03-29,Store A,Clothing,9,15.04,135.33
2025-03-29,Store A,Groceries,15,5.8,86.95
2025-03-29,Store A,Home & Kitchen,13,69.44,902.77
2025-03-29,Store A,Beauty,13,29.78,387.17
2025-03-29,Store B,Electronics,10,250.76,2507.61
2025-03-29,Store B,Clothing,10,46.63,466.31
2025-03-29,Store B,Groceries,16,7.15,114.37
2025-03-29,Store B,Home & Kitchen,5,113.51,567.55
2025-03-29,Store B,Beauty,5,21.0,104.98
2025-03-29,Store C,Electronics,15,89.21,1338.17
2025-03-29,Store C,Clothing,10,69.39,693.94
2025-03-29,Store C,Groceries,13,15.4,200.2
2025-03-29,Store C,Home & Kitchen,7,23.55,164.87
2025-03-29,Store C,Beauty,6,39.65,237.89
2025-03-30,Store A,Electronics,18,226.97,4085.47
2025-03-30,Store A,Clothing,12,28.53,342.37
2025-03-30,Store A,Groceries,17,15.93,270.78
2025-03-30,Store A,Home & Kitchen,10,112.87,1128.68
2025-03-30,Store A,Beauty,3,54.03,162.1
2025-03-30,Store B,Electronics,15,214.01,3210.15
2025-03-30,Store B,Clothing,12,41.78,501.4
2025-03-30,Store B,Groceries,12,9.85,118.24
2025-03-30,Store B,Home & Kitchen,11,108.67,1195.35
2025-03-30,Store B,Beauty,3,17.03,51.09
2025-03-30,Store C,Electronics,11,69.58,765.43
2025-03-30,Store C,Clothing,5,21.66,108.28
2025-03-30,Store C,Groceries,10,6.45,64.46
2025-03-30,Store C,Home & Kitchen,9,12.55,112.99
2025-03-30,Store C,Beauty,1,13.81,13.81
2025-03-31,Store A,Electronics,10,364.11,3641.14
2025-03-31,Store A,Clothing,8,23.49,187.89
2025-03-31,Store A,Groceries,20,19.77,395.43
2025-03-31,Store A,Home & Kitchen,9,12.2,109.81
2025-03-31,Store A,Beauty,5,14.56,72.8
2025-03-31,Store B,Electronics,12,361.6,4339.23
2025-03-31,Store B,Clothing,6,50.94,305.62
